日期,收入金额,客户类型,收入渠道,业务标签
2024-10-22,4757.08,新客户,支付宝,服务费
2024-10-22,8332.88,新客户,银行转账,销售收入
2024-10-22,8753.55,老客户,微信,销售收入
2024-10-22,6817.87,合作伙伴,银行转账,广告收入
2024-10-22,4788.92,新客户,支付宝,广告收入
2024-10-23,9343.29,新客户,微信,广告收入
2024-10-23,11335.88,合作伙伴,银行转账,广告收入
2024-10-23,7343.61,新客户,支付宝,平台分成
2024-10-23,8910.17,新客户,POS机,服务费
2024-10-23,7437.92,新客户,支付宝,广告收入
2024-10-23,12063.67,合作伙伴,POS机,平台分成
2024-10-23,7402.72,合作伙伴,微信,平台分成
2024-10-23,11575.39,新客户,银行转账,广告收入
2024-10-23,5999.9,新客户,支付宝,服务费
2024-10-24,7841.19,老客户,微信,服务费
2024-10-24,7933.41,新客户,微信,服务费
2024-10-24,6529.41,合作伙伴,POS机,服务费
2024-10-24,8901.7,老客户,支付宝,销售收入
2024-10-24,8085.33,老客户,银行转账,广告收入
2024-10-24,7832.48,老客户,微信,平台分成
2024-10-25,6571.56,老客户,微信,服务费
2024-10-25,12404.22,合作伙伴,支付宝,广告收入
2024-10-25,7292.88,合作伙伴,POS机,平台分成
2024-10-25,9628.8,新客户,银行转账,服务费
2024-10-25,5155.79,老客户,微信,销售收入
2024-10-25,3848.79,新客户,支付宝,服务费
2024-10-25,12549.1,老客户,银行转账,广告收入
2024-10-26,9671.62,合作伙伴,微信,服务费
2024-10-26,5704.98,合作伙伴,银行转账,服务费
2024-10-26,5251.93,合作伙伴,POS机,广告收入
2024-10-26,7120.44,新客户,微信,服务费
2024-10-26,9324.7,老客户,银行转账,平台分成
2024-10-26,9030.59,老客户,支付宝,销售收入
2024-10-27,5987.36,合作伙伴,POS机,销售收入
2024-10-27,11763.54,新客户,POS机,广告收入
2024-10-27,10356.42,新客户,POS机,平台分成
2024-10-27,10151.14,老客户,支付宝,服务费
2024-10-27,3454.4,新客户,支付宝,服务费
2024-10-27,2815.63,老客户,支付宝,销售收入
2024-10-27,8245.78,新客户,支付宝,销售收入
2024-10-27,7867.93,新客户,支付宝,服务费
2024-10-27,9493.07,合作伙伴,银行转账,服务费
2024-10-28,5629.13,合作伙伴,支付宝,销售收入
2024-10-28,9380.75,合作伙伴,微信,平台分成
2024-10-28,9564.08,老客户,POS机,销售收入
2024-10-28,6396.35,新客户,POS机,销售收入
2024-10-28,9137.54,老客户,微信,平台分成
2024-10-28,10338.48,新客户,微信,服务费
2024-10-28,7489.77,老客户,POS机,平台分成
2024-10-28,7111.27,合作伙伴,支付宝,服务费
2024-10-28,11551.3,合作伙伴,POS机,销售收入
2024-10-28,12741.85,老客户,支付宝,服务费
2024-10-29,6192.21,老客户,银行转账,销售收入
2024-10-29,9891.97,合作伙伴,支付宝,销售收入
2024-10-29,9531.17,合作伙伴,微信,广告收入
2024-10-29,7756.66,合作伙伴,银行转账,服务费
2024-10-29,6740.53,合作伙伴,微信,销售收入
2024-10-29,8834.65,新客户,微信,广告收入
2024-10-29,11578.42,老客户,支付宝,广告收入
2024-10-30,8598.97,合作伙伴,POS机,广告收入
2024-10-30,9210.4,合作伙伴,POS机,平台分成
2024-10-30,13030.68,新客户,银行转账,平台分成
2024-10-30,10559.27,新客户,微信,服务费
2024-10-30,12421.93,新客户,微信,服务费
2024-10-30,6769.64,合作伙伴,POS机,广告收入
2024-10-30,8919.12,新客户,微信,广告收入
2024-10-30,2749.93,老客户,银行转账,服务费
2024-10-30,7697.6,新客户,支付宝,平台分成
2024-10-30,10811.56,合作伙伴,微信,销售收入
2024-10-31,10345.55,合作伙伴,POS机,广告收入
2024-10-31,7112.66,新客户,银行转账,广告收入
2024-10-31,10782.37,老客户,银行转账,平台分成
2024-10-31,10694.13,合作伙伴,支付宝,销售收入
2024-10-31,11077.19,老客户,微信,平台分成
2024-10-31,12212.54,合作伙伴,支付宝,销售收入
2024-11-01,7552.13,老客户,POS机,服务费
2024-11-01,4829.96,老客户,支付宝,广告收入
2024-11-01,9096.66,新客户,银行转账,平台分成
2024-11-01,8336.18,新客户,银行转账,平台分成
2024-11-01,6381.71,合作伙伴,微信,平台分成
2024-11-01,8547.48,新客户,POS机,服务费
2024-11-01,8410.8,合作伙伴,POS机,服务费
2024-11-01,7733.95,老客户,支付宝,广告收入
2024-11-01,9071.98,合作伙伴,微信,销售收入
2024-11-02,7147.23,合作伙伴,微信,服务费
2024-11-02,9720.67,合作伙伴,微信,销售收入
2024-11-02,5446.4,合作伙伴,POS机,广告收入
2024-11-02,6889.61,合作伙伴,POS机,销售收入
2024-11-02,8823.43,新客户,微信,销售收入
2024-11-03,6334.29,老客户,POS机,平台分成
2024-11-03,7555.77,老客户,微信,平台分成
2024-11-03,11079.96,老客户,银行转账,销售收入
2024-11-03,1656.53,合作伙伴,POS机,服务费
2024-11-03,9358.24,老客户,银行转账,服务费
2024-11-03,4955.19,老客户,POS机,广告收入
2024-11-04,11423.14,新客户,POS机,平台分成
2024-11-04,5153.58,合作伙伴,支付宝,平台分成
2024-11-04,10202.96,合作伙伴,微信,平台分成
2024-11-04,7049.4,合作伙伴,支付宝,广告收入
2024-11-04,10127.67,新客户,支付宝,服务费
2024-11-04,11751.43,老客户,支付宝,服务费
2024-11-04,5300.4,老客户,POS机,广告收入
2024-11-04,5184.77,新客户,银行转账,广告收入
2024-11-05,5035.35,新客户,银行转账,服务费
2024-11-05,2195.11,合作伙伴,支付宝,服务费
2024-11-05,9205.17,合作伙伴,微信,广告收入
2024-11-05,8921.83,合作伙伴,微信,销售收入
2024-11-05,5039.1,新客户,支付宝,服务费
2024-11-05,6751.54,合作伙伴,银行转账,服务费
2024-11-06,10726.81,合作伙伴,银行转账,服务费
2024-11-06,11226.29,合作伙伴,支付宝,广告收入
2024-11-06,11907.22,新客户,支付宝,销售收入
2024-11-06,7315.02,新客户,银行转账,销售收入
2024-11-06,12322.79,老客户,POS机,平台分成
2024-11-06,8185.7,老客户,微信,服务费
2024-11-06,5804.32,老客户,微信,服务费
2024-11-06,10404.89,新客户,POS机,平台分成
2024-11-07,6480.31,老客户,支付宝,服务费
2024-11-07,6652.19,老客户,银行转账,服务费
2024-11-07,2890.43,老客户,支付宝,服务费
2024-11-07,10330.73,老客户,微信,广告收入
2024-11-07,7237.99,合作伙伴,微信,销售收入
2024-11-07,9847.29,新客户,微信,平台分成
2024-11-07,8338.51,合作伙伴,POS机,广告收入
2024-11-08,3828.9,新客户,POS机,销售收入
2024-11-08,8740.46,新客户,POS机,销售收入
2024-11-08,8938.04,新客户,支付宝,销售收入
2024-11-08,6213.63,老客户,支付宝,广告收入
2024-11-08,7345.74,合作伙伴,银行转账,平台分成
2024-11-08,9753.14,合作伙伴,微信,销售收入
2024-11-08,8454.02,新客户,微信,销售收入
2024-11-08,9855.38,老客户,微信,平台分成
2024-11-08,10497.04,合作伙伴,支付宝,销售收入
2024-11-08,8899.34,新客户,支付宝,平台分成
2024-11-09,8421.77,新客户,支付宝,广告收入
2024-11-09,8353.14,合作伙伴,POS机,销售收入
2024-11-09,2673.58,老客户,POS机,服务费
2024-11-09,6372.92,老客户,POS机,销售收入
2024-11-09,8004.61,新客户,银行转账,平台分成
2024-11-09,6056.52,合作伙伴,POS机,服务费
2024-11-09,9733.31,新客户,银行转账,平台分成
2024-11-09,8562.12,老客户,微信,平台分成
2024-11-09,9213.66,合作伙伴,微信,广告收入
2024-11-09,8812.54,老客户,POS机,销售收入
2024-11-10,6884.39,合作伙伴,银行转账,服务费
2024-11-10,6400.02,新客户,银行转账,服务费
2024-11-10,7584.45,老客户,微信,服务费
2024-11-10,6202.92,新客户,微信,销售收入
2024-11-10,9862.51,老客户,微信,广告收入
2024-11-10,8299.88,新客户,微信,平台分成
2024-11-10,6997.09,老客户,微信,服务费
2024-11-10,8828.35,新客户,支付宝,广告收入
2024-11-10,9333.5,老客户,POS机,销售收入
2024-11-11,9176.18,合作伙伴,POS机,服务费
2024-11-11,12869.54,合作伙伴,支付宝,平台分成
2024-11-11,6237.41,合作伙伴,POS机,服务费
2024-11-11,6906.85,老客户,银行转账,平台分成
2024-11-11,8047.89,老客户,POS机,服务费
2024-11-11,8574.25,合作伙伴,支付宝,销售收入
2024-11-11,9994.01,合作伙伴,微信,平台分成
2024-11-11,5532.69,新客户,银行转账,广告收入
2024-11-12,4715.96,合作伙伴,微信,服务费
2024-11-12,10134.52,合作伙伴,银行转账,平台分成
2024-11-12,10767.13,老客户,POS机,广告收入
2024-11-12,7714.85,合作伙伴,支付宝,广告收入
2024-11-12,11177.68,合作伙伴,POS机,服务费
2024-11-12,6232.21,新客户,微信,平台分成
2024-11-13,8368.85,新客户,银行转账,服务费
2024-11-13,8192.47,老客户,银行转账,销售收入
2024-11-13,8573.29,新客户,支付宝,广告收入
2024-11-13,12281.67,老客户,支付宝,平台分成
2024-11-13,4579.21,新客户,银行转账,平台分成
2024-11-14,12968.19,新客户,支付宝,广告收入
2024-11-14,11159.27,合作伙伴,POS机,平台分成
2024-11-14,5884.21,合作伙伴,银行转账,平台分成
2024-11-14,12741.03,老客户,POS机,平台分成
2024-11-14,8549.46,新客户,银行转账,服务费
2024-11-14,9166.79,老客户,银行转账,销售收入
2024-11-14,9265.92,合作伙伴,银行转账,销售收入
2024-11-14,11790.99,合作伙伴,POS机,平台分成
2024-11-14,9505.3,合作伙伴,微信,平台分成
2024-11-15,3639.17,新客户,银行转账,平台分成
2024-11-15,9455.61,老客户,POS机,平台分成
2024-11-15,3230.48,合作伙伴,微信,服务费
2024-11-15,5849.04,新客户,银行转账,广告收入
2024-11-15,5308.76,老客户,支付宝,平台分成
2024-11-15,8553.22,合作伙伴,银行转账,销售收入
2024-11-15,6779.02,新客户,银行转账,平台分成
2024-11-15,9050.29,新客户,支付宝,销售收入
2024-11-15,6898.51,老客户,银行转账,广告收入
2024-11-16,10601.55,合作伙伴,支付宝,服务费
2024-11-16,9211.12,新客户,微信,销售收入
2024-11-16,9154.17,新客户,微信,服务费
2024-11-16,8476.06,老客户,银行转账,平台分成
2024-11-16,9123.05,新客户,微信,平台分成
2024-11-16,5131.7,老客户,POS机,平台分成
2024-11-16,7218.95,新客户,POS机,销售收入
2024-11-16,7143.63,合作伙伴,POS机,广告收入
2024-11-16,8426.16,合作伙伴,微信,广告收入
2024-11-16,8190.6,合作伙伴,微信,服务费
2024-11-17,7550.5,老客户,微信,服务费
2024-11-17,7709.19,新客户,银行转账,广告收入
2024-11-17,7269.2,老客户,微信,销售收入
2024-11-17,11990.12,老客户,支付宝,服务费
2024-11-17,7108.15,新客户,支付宝,服务费
2024-11-17,6235.99,合作伙伴,POS机,服务费
2024-11-17,5644.78,老客户,POS机,服务费
2024-11-17,5000.35,老客户,银行转账,广告收入
2024-11-18,7269.36,合作伙伴,支付宝,广告收入
2024-11-18,5807.67,合作伙伴,支付宝,服务费
2024-11-18,5213.04,合作伙伴,POS机,广告收入
2024-11-18,11426.02,老客户,微信,平台分成
2024-11-18,11573.64,老客户,支付宝,平台分成
2024-11-18,6167.42,老客户,POS机,广告收入
2024-11-18,12545.15,新客户,支付宝,广告收入
2024-11-19,7008.14,合作伙伴,银行转账,平台分成
2024-11-19,7335.56,老客户,POS机,平台分成
2024-11-19,8764.04,新客户,银行转账,平台分成
2024-11-19,3968.35,老客户,POS机,服务费
2024-11-19,8382.81,合作伙伴,支付宝,广告收入
2024-11-19,10476.77,合作伙伴,银行转账,服务费
2024-11-19,6194.09,老客户,POS机,服务费
2024-11-19,6337.83,合作伙伴,支付宝,平台分成
2024-11-19,7224.08,合作伙伴,微信,销售收入
2024-11-20,5577.68,合作伙伴,支付宝,销售收入
2024-11-20,12123.7,老客户,银行转账,销售收入
2024-11-20,10676.53,新客户,微信,销售收入
2024-11-20,9108.75,新客户,微信,广告收入
2024-11-20,5120.33,合作伙伴,POS机,平台分成
2024-11-20,6864.58,合作伙伴,POS机,销售收入
2024-11-20,8849.0,老客户,支付宝,平台分成
2024-11-21,5314.62,新客户,微信,销售收入
2024-11-21,11206.62,合作伙伴,支付宝,服务费
2024-11-21,6552.0,合作伙伴,微信,销售收入
2024-11-21,7437.57,老客户,银行转账,销售收入
2024-11-21,5303.66,老客户,支付宝,服务费
2024-11-22,5762.66,老客户,支付宝,平台分成
2024-11-22,7029.76,老客户,微信,广告收入
2024-11-22,4527.54,合作伙伴,银行转账,平台分成
2024-11-22,5252.34,新客户,支付宝,服务费
2024-11-22,5969.79,老客户,微信,平台分成
2024-11-23,10378.87,合作伙伴,微信,广告收入
2024-11-23,5447.09,合作伙伴,微信,平台分成
2024-11-23,5095.17,新客户,微信,销售收入
2024-11-23,7227.73,新客户,POS机,服务费
2024-11-23,3036.35,新客户,POS机,平台分成
2024-11-23,6474.94,老客户,微信,平台分成
2024-11-24,8907.96,合作伙伴,银行转账,广告收入
2024-11-24,9298.87,合作伙伴,POS机,平台分成
2024-11-24,4355.98,新客户,银行转账,广告收入
2024-11-24,8677.59,新客户,微信,服务费
2024-11-24,5910.01,老客户,支付宝,服务费
2024-11-24,11185.97,老客户,POS机,销售收入
2024-11-24,8784.41,合作伙伴,微信,平台分成
2024-11-24,11026.73,合作伙伴,银行转账,平台分成
2024-11-24,4839.64,合作伙伴,银行转账,广告收入
2024-11-25,5266.41,老客户,支付宝,服务费
2024-11-25,10438.28,老客户,银行转账,平台分成
2024-11-25,9289.07,合作伙伴,银行转账,平台分成
2024-11-25,5911.79,新客户,POS机,服务费
2024-11-25,8175.62,新客户,支付宝,平台分成
2024-11-25,8614.74,合作伙伴,POS机,平台分成
2024-11-25,617.31,合作伙伴,支付宝,服务费
2024-11-26,10631.98,合作伙伴,微信,销售收入
2024-11-26,8559.37,老客户,POS机,广告收入
2024-11-26,4162.4,新客户,POS机,服务费
2024-11-26,3299.97,老客户,POS机,广告收入
2024-11-26,8462.94,合作伙伴,银行转账,广告收入
2024-11-26,9063.61,合作伙伴,银行转账,平台分成
2024-11-26,3826.78,新客户,银行转账,广告收入
2024-11-27,8399.69,新客户,POS机,广告收入
2024-11-27,9658.62,老客户,支付宝,服务费
2024-11-27,6189.38,合作伙伴,POS机,平台分成
2024-11-27,6699.04,新客户,微信,广告收入
2024-11-27,7321.36,合作伙伴,POS机,平台分成
2024-11-27,9709.18,新客户,银行转账,服务费
2024-11-27,7861.38,老客户,银行转账,平台分成
2024-11-27,9903.55,老客户,银行转账,销售收入
2024-11-28,4850.05,合作伙伴,支付宝,广告收入
2024-11-28,5882.87,新客户,支付宝,平台分成
2024-11-28,11124.05,新客户,POS机,服务费
2024-11-28,8197.32,老客户,银行转账,服务费
2024-11-28,7240.9,合作伙伴,POS机,服务费
2024-11-28,9723.51,老客户,POS机,广告收入
2024-11-28,10766.59,合作伙伴,支付宝,销售收入
2024-11-28,8461.78,合作伙伴,银行转账,服务费
2024-11-29,10344.79,老客户,支付宝,平台分成
2024-11-29,8940.8,老客户,支付宝,服务费
2024-11-29,8778.04,老客户,银行转账,平台分成
2024-11-29,4019.64,老客户,银行转账,平台分成
2024-11-29,10185.44,合作伙伴,微信,服务费
2024-11-29,7413.35,新客户,银行转账,服务费
2024-11-29,8359.47,老客户,微信,广告收入
2024-11-29,10912.58,新客户,支付宝,广告收入
2024-11-29,4886.02,合作伙伴,支付宝,服务费
2024-11-30,6099.53,合作伙伴,POS机,服务费
2024-11-30,8717.83,合作伙伴,POS机,平台分成
2024-11-30,5709.31,老客户,微信,平台分成
2024-11-30,11388.61,合作伙伴,支付宝,服务费
2024-11-30,9521.02,合作伙伴,支付宝,销售收入
2024-12-01,14914.95,新客户,支付宝,销售收入
2024-12-01,4527.73,新客户,微信,服务费
2024-12-01,6512.24,合作伙伴,POS机,服务费
2024-12-01,11546.33,合作伙伴,支付宝,服务费
2024-12-01,1780.48,合作伙伴,支付宝,销售收入
2024-12-01,7347.26,新客户,银行转账,平台分成
2024-12-01,3009.31,老客户,银行转账,服务费
2024-12-01,6019.25,合作伙伴,微信,销售收入
2024-12-01,7002.25,新客户,微信,服务费
2024-12-01,9330.02,合作伙伴,支付宝,平台分成
2024-12-02,8904.15,合作伙伴,银行转账,销售收入
2024-12-02,10811.74,合作伙伴,POS机,销售收入
2024-12-02,9825.82,老客户,银行转账,广告收入
2024-12-02,7259.88,老客户,支付宝,服务费
2024-12-02,7399.62,老客户,微信,广告收入
2024-12-02,10804.64,合作伙伴,POS机,服务费
2024-12-02,13800.1,合作伙伴,微信,服务费
2024-12-03,7814.38,老客户,微信,平台分成
2024-12-03,7589.49,合作伙伴,微信,服务费
2024-12-03,11932.65,老客户,银行转账,服务费
2024-12-03,3978.08,合作伙伴,银行转账,服务费
2024-12-03,5240.91,合作伙伴,微信,广告收入
2024-12-03,8339.08,新客户,微信,服务费
2024-12-03,9496.85,合作伙伴,支付宝,广告收入
2024-12-03,5699.4,新客户,银行转账,平台分成
2024-12-03,8800.69,新客户,银行转账,销售收入
2024-12-03,8438.74,老客户,支付宝,销售收入
2024-12-04,5588.24,合作伙伴,银行转账,平台分成
2024-12-04,12071.17,合作伙伴,支付宝,服务费
2024-12-04,8545.06,新客户,微信,平台分成
2024-12-04,5552.96,老客户,银行转账,销售收入
2024-12-04,8196.44,合作伙伴,支付宝,平台分成
2024-12-04,2678.16,新客户,POS机,广告收入
2024-12-04,2837.61,新客户,银行转账,广告收入
2024-12-04,6285.0,新客户,支付宝,广告收入
2024-12-05,11958.69,老客户,POS机,服务费
2024-12-05,5205.55,老客户,支付宝,服务费
2024-12-05,9001.2,老客户,银行转账,平台分成
2024-12-05,8327.66,合作伙伴,银行转账,服务费
2024-12-05,3508.15,新客户,POS机,销售收入
2024-12-05,11725.95,新客户,POS机,服务费
2024-12-05,9264.91,老客户,微信,平台分成
2024-12-05,6179.32,新客户,POS机,广告收入
2024-12-05,10489.68,新客户,微信,服务费
2024-12-05,8637.49,老客户,微信,服务费
2024-12-06,10201.79,老客户,银行转账,服务费
2024-12-06,12233.88,新客户,POS机,服务费
2024-12-06,10655.04,新客户,微信,销售收入
2024-12-06,8418.79,老客户,微信,平台分成
2024-12-06,8691.24,老客户,支付宝,平台分成
2024-12-06,300.0,老客户,微信,服务费
2024-12-06,7422.67,新客户,支付宝,广告收入
2024-12-07,9712.11,合作伙伴,银行转账,平台分成
2024-12-07,11854.18,老客户,POS机,广告收入
2024-12-07,4051.46,老客户,银行转账,广告收入
2024-12-07,9321.29,新客户,微信,平台分成
2024-12-07,11203.48,合作伙伴,银行转账,销售收入
2024-12-07,6312.66,老客户,微信,服务费
2024-12-07,6992.31,新客户,微信,服务费
2024-12-07,8329.11,老客户,微信,服务费
2024-12-07,6526.08,新客户,支付宝,平台分成
2024-12-08,6935.53,合作伙伴,微信,平台分成
2024-12-08,9177.76,新客户,POS机,平台分成
2024-12-08,8631.42,合作伙伴,POS机,平台分成
2024-12-08,11461.33,新客户,支付宝,广告收入
2024-12-08,4196.01,合作伙伴,POS机,平台分成
2024-12-09,12366.85,合作伙伴,POS机,广告收入
2024-12-09,6977.21,新客户,支付宝,广告收入
2024-12-09,7953.74,老客户,银行转账,销售收入
2024-12-09,4139.06,老客户,微信,广告收入
2024-12-09,8330.68,新客户,微信,广告收入
2024-12-09,7030.75,新客户,POS机,广告收入
2024-12-09,6965.96,老客户,微信,服务费
2024-12-09,8715.49,合作伙伴,微信,服务费
2024-12-10,1753.77,合作伙伴,POS机,服务费
2024-12-10,10638.86,新客户,微信,服务费
2024-12-10,14876.81,新客户,支付宝,销售收入
2024-12-10,13259.18,老客户,银行转账,广告收入
2024-12-10,9490.99,老客户,POS机,服务费
2024-12-10,6863.63,新客户,POS机,销售收入
2024-12-11,7453.37,老客户,支付宝,服务费
2024-12-11,5691.67,合作伙伴,微信,平台分成
2024-12-11,9248.15,新客户,微信,广告收入
2024-12-11,7343.65,合作伙伴,微信,销售收入
2024-12-11,6746.59,合作伙伴,POS机,服务费
2024-12-11,7244.55,新客户,POS机,服务费
2024-12-11,1492.16,新客户,支付宝,平台分成
2024-12-11,9322.54,老客户,微信,销售收入
2024-12-12,8142.39,新客户,银行转账,服务费
2024-12-12,9240.5,老客户,支付宝,广告收入
2024-12-12,6661.71,老客户,银行转账,广告收入
2024-12-12,5756.27,合作伙伴,微信,广告收入
2024-12-12,4719.54,新客户,微信,平台分成
2024-12-12,8113.06,新客户,POS机,销售收入
2024-12-12,8127.99,合作伙伴,微信,广告收入
2024-12-12,7574.25,老客户,微信,服务费
2024-12-12,8098.9,合作伙伴,微信,销售收入
2024-12-13,6099.55,新客户,支付宝,销售收入
2024-12-13,8096.27,合作伙伴,支付宝,平台分成
2024-12-13,6623.45,新客户,支付宝,平台分成
2024-12-13,13194.19,老客户,微信,平台分成
2024-12-13,8996.12,新客户,POS机,平台分成
2024-12-13,5929.01,合作伙伴,POS机,广告收入
2024-12-13,3674.92,新客户,银行转账,销售收入
2024-12-14,12708.19,合作伙伴,支付宝,广告收入
2024-12-14,7505.16,老客户,微信,销售收入
2024-12-14,13169.77,老客户,微信,广告收入
2024-12-14,9858.28,合作伙伴,微信,广告收入
2024-12-14,4946.26,老客户,银行转账,服务费
2024-12-15,6658.19,老客户,微信,服务费
2024-12-15,9790.28,合作伙伴,POS机,平台分成
2024-12-15,10960.52,合作伙伴,银行转账,销售收入
2024-12-15,5950.34,新客户,支付宝,销售收入
2024-12-15,3350.16,新客户,支付宝,服务费
2024-12-15,6486.64,新客户,银行转账,平台分成
2024-12-15,3399.81,老客户,支付宝,销售收入
2024-12-16,7919.3,老客户,支付宝,服务费
2024-12-16,8514.07,合作伙伴,银行转账,平台分成
2024-12-16,5414.66,新客户,POS机,服务费
2024-12-16,9448.55,新客户,支付宝,服务费
2024-12-16,1722.91,新客户,银行转账,销售收入
2024-12-16,8572.69,老客户,银行转账,销售收入
2024-12-16,10685.8,合作伙伴,微信,广告收入
2024-12-17,8801.96,老客户,银行转账,广告收入
2024-12-17,8485.13,老客户,银行转账,服务费
2024-12-17,6426.62,新客户,支付宝,销售收入
2024-12-17,6126.96,老客户,银行转账,销售收入
2024-12-17,12800.92,合作伙伴,POS机,广告收入
2024-12-18,4942.76,老客户,支付宝,销售收入
2024-12-18,6260.76,新客户,POS机,销售收入
2024-12-18,5704.68,合作伙伴,微信,服务费
2024-12-18,11342.3,老客户,银行转账,服务费
2024-12-18,10956.41,合作伙伴,银行转账,广告收入
2024-12-18,12428.47,合作伙伴,银行转账,平台分成
2024-12-19,9228.01,新客户,银行转账,服务费
2024-12-19,9623.74,合作伙伴,POS机,平台分成
2024-12-19,7090.2,新客户,POS机,平台分成
2024-12-19,5940.16,老客户,银行转账,销售收入
2024-12-19,6202.23,新客户,POS机,服务费
2024-12-19,9747.55,合作伙伴,银行转账,平台分成
2024-12-20,7391.22,合作伙伴,POS机,广告收入
2024-12-20,8085.07,新客户,微信,平台分成
2024-12-20,8278.43,合作伙伴,支付宝,销售收入
2024-12-20,9900.3,合作伙伴,支付宝,销售收入
2024-12-20,10636.03,老客户,银行转账,销售收入
2024-12-20,9327.74,合作伙伴,支付宝,平台分成
2024-12-20,12056.25,老客户,微信,广告收入
2024-12-20,12744.42,新客户,POS机,广告收入
2024-12-20,5630.27,合作伙伴,支付宝,服务费
2024-12-20,5916.76,新客户,POS机,服务费
2024-12-21,6404.31,合作伙伴,POS机,广告收入
2024-12-21,7152.19,合作伙伴,支付宝,平台分成
2024-12-21,8925.15,新客户,微信,销售收入
2024-12-21,7332.18,老客户,微信,服务费
2024-12-21,9157.84,合作伙伴,POS机,平台分成
2024-12-22,9957.18,老客户,微信,平台分成
2024-12-22,6922.19,新客户,POS机,平台分成
2024-12-22,8828.71,老客户,银行转账,销售收入
2024-12-22,8354.41,新客户,微信,平台分成
2024-12-22,8401.22,老客户,微信,平台分成
2024-12-23,13531.33,合作伙伴,微信,平台分成
2024-12-23,7964.11,新客户,POS机,平台分成
2024-12-23,7674.69,合作伙伴,POS机,平台分成
2024-12-23,10368.41,新客户,微信,销售收入
2024-12-23,6239.19,新客户,银行转账,广告收入
2024-12-23,8576.1,合作伙伴,微信,广告收入
2024-12-23,6359.9,新客户,支付宝,服务费
2024-12-23,7846.12,新客户,微信,广告收入
2024-12-24,7894.53,新客户,支付宝,销售收入
2024-12-24,9507.74,合作伙伴,银行转账,广告收入
2024-12-24,5873.66,合作伙伴,银行转账,服务费
2024-12-24,8947.03,合作伙伴,POS机,平台分成
2024-12-24,8944.57,老客户,微信,广告收入
2024-12-24,9125.67,新客户,微信,服务费
2024-12-24,8548.27,合作伙伴,POS机,平台分成
2024-12-25,5301.34,老客户,微信,广告收入
2024-12-25,4993.96,老客户,微信,服务费
2024-12-25,9897.73,合作伙伴,支付宝,销售收入
2024-12-25,5404.78,老客户,银行转账,服务费
2024-12-25,8150.34,老客户,POS机,服务费
2024-12-25,8868.97,新客户,银行转账,销售收入
2024-12-26,4410.23,新客户,银行转账,平台分成
2024-12-26,4710.46,老客户,支付宝,广告收入
2024-12-26,8038.07,新客户,银行转账,平台分成
2024-12-26,10619.63,合作伙伴,支付宝,平台分成
2024-12-26,1451.89,老客户,银行转账,销售收入
2024-12-26,4507.33,新客户,POS机,销售收入
2024-12-27,9078.63,新客户,微信,服务费
2024-12-27,10195.49,合作伙伴,支付宝,平台分成
2024-12-27,8505.82,老客户,支付宝,销售收入
2024-12-27,9355.22,新客户,微信,销售收入
2024-12-27,10784.24,新客户,银行转账,平台分成
2024-12-27,3137.33,老客户,银行转账,销售收入
2024-12-27,9738.81,老客户,支付宝,平台分成
2024-12-27,15210.58,新客户,微信,平台分成
2024-12-27,9486.95,新客户,微信,广告收入
2024-12-28,8920.4,新客户,银行转账,平台分成
2024-12-28,8318.86,老客户,银行转账,销售收入
2024-12-28,7442.07,老客户,微信,平台分成
2024-12-28,11132.11,新客户,银行转账,销售收入
2024-12-28,6879.44,合作伙伴,微信,销售收入
2024-12-29,8778.67,合作伙伴,支付宝,平台分成
2024-12-29,9075.87,老客户,支付宝,平台分成
2024-12-29,9618.17,老客户,支付宝,平台分成
2024-12-29,3353.18,老客户,银行转账,销售收入
2024-12-29,5561.58,合作伙伴,微信,服务费
2024-12-29,11258.77,合作伙伴,支付宝,服务费
2024-12-30,4652.1,合作伙伴,支付宝,销售收入
2024-12-30,8399.36,合作伙伴,微信,平台分成
2024-12-30,10300.03,老客户,POS机,销售收入
2024-12-30,7246.59,新客户,微信,平台分成
2024-12-30,7624.2,老客户,银行转账,平台分成
2024-12-30,7183.26,新客户,微信,广告收入
2024-12-30,7038.01,合作伙伴,POS机,广告收入
2024-12-31,8721.58,老客户,POS机,广告收入
2024-12-31,7769.15,新客户,银行转账,服务费
2024-12-31,4773.03,合作伙伴,POS机,销售收入
2024-12-31,4295.55,新客户,POS机,服务费
2024-12-31,7779.2,合作伙伴,支付宝,销售收入
2025-01-01,8217.88,老客户,支付宝,销售收入
2025-01-01,14223.65,老客户,POS机,平台分成
2025-01-01,13341.3,老客户,支付宝,平台分成
2025-01-01,4840.73,新客户,银行转账,销售收入
2025-01-01,9194.86,新客户,银行转账,平台分成
2025-01-02,10547.03,老客户,支付宝,广告收入
2025-01-02,4838.75,合作伙伴,微信,平台分成
2025-01-02,3517.23,合作伙伴,银行转账,广告收入
2025-01-02,7664.61,新客户,微信,广告收入
2025-01-02,9030.27,合作伙伴,POS机,销售收入
2025-01-02,8084.31,新客户,支付宝,服务费
2025-01-02,12707.71,老客户,微信,广告收入
2025-01-02,2166.63,合作伙伴,微信,广告收入
2025-01-02,2055.31,新客户,微信,平台分成
2025-01-03,8697.48,合作伙伴,支付宝,广告收入
2025-01-03,10154.54,新客户,银行转账,销售收入
2025-01-03,10590.22,老客户,微信,广告收入
2025-01-03,4442.56,老客户,支付宝,平台分成
